Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,pH_Status,Moisture_Status,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,Organic_1,Organic_2,Organic_3,pH_Amendment,Moisture_Action,Model_Prediction
28.81,82.99,31.35,Clayey,Soybean,115,85,19,5.73,Acidic,Optimal,Excess,Optimal,Deficient,MOP,DAP,Wood ash,Banana peel compost,Rhizobium inoculation,Lime,Maintain moisture,MOP
21.4,44.81,57.39,Sandy,Wheat,71,26,168,7.55,Alkaline,Optimal,Optimal,Deficient,Excess,TSP,SSP,Poultry manure,Vermicompost,Wood ash,Gypsum,Maintain moisture,TSP
19.95,90.47,76.79,Loamy,Tea,118,5,55,6.28,Optimal,Excess,Excess,Deficient,Optimal,Rock Phosphate,SSP,Poultry manure,Poultry manure,Poultry manure,Maintain pH,Drainage,Rock Phosphate
11.16,81.59,54.63,Loamy,Wheat,82,36,24,7.16,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Banana peel manure,Rock phosphate,Vermicompost,Maintain pH,Maintain moisture,SOP
22.9,81.07,25.83,Loamy,Coffee,70,49,157,6.07,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SOP,Wood ash,Oilseed cakes,Wood ash,Maintain pH,Irrigation,DAP
22.89,70.72,58.09,Clayey,Millets,17,45,47,5.13,Acidic,Optimal,Deficient,Optimal,Optimal,Urea (small doses),MOP,Green leaf manure,Banana peel powder,Rock phosphate,Lime,Maintain moisture,Urea (small doses)
22.2,38.43,47.53,Loamy,Tea,101,53,63,6.65,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SOP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,DAP
10.36,41.56,39.07,Sandy,Wheat,91,96,95,7.09,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SSP,Rock phosphate,Poultry manure,Rock phosphate,Maintain pH,Maintain moisture,DAP
34.85,47.19,41.85,Sandy,Cotton,95,30,59,7.16,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Oil cakes,Rock phosphate,Maintain pH,Maintain moisture,DAP
25.46,43.65,46.1,Clayey,Millets,21,29,141,6.01,Optimal,Optimal,Deficient,Deficient,Excess,Urea (small doses),SSP,Green leaf manure,Rock phosphate,Green leaf manure,Maintain pH,Maintain moisture,Urea (small doses)
22.29,75.62,45.08,Loamy,Soybean,111,58,74,6.52,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Vermicompost,Wood ash,Vermicompost,Maintain pH,Maintain moisture,DAP
24.48,63.17,49.81,Loamy,Coffee,50,99,112,6.58,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SOP,Wood ash,Rock phosphate,Bone meal,Maintain pH,Maintain moisture,DAP
19.49,94.91,59.84,Loamy,Pulses,44,14,130,7.0,Optimal,Optimal,Optimal,Deficient,Excess,DAP,SSP,Rock phosphate,Rhizobium inoculation,Wood ash,Maintain pH,Maintain moisture,DAP
29.67,43.95,79.79,Loamy,Soybean,7,68,155,6.95,Optimal,Excess,Deficient,Optimal,Excess,DAP starter,MOP,Rhizobium inoculation,FYM,Banana peel compost,Maintain pH,Drainage,DAP starter
20.47,90.49,39.08,Sandy,Groundnut,2,36,14,6.97,Optimal,Optimal,Deficient,Optimal,Deficient,Light Urea,MOP,Neem cake,Banana compost,FYM,Maintain pH,Maintain moisture,Light Urea
19.21,55.18,69.65,Clayey,Maize,104,99,12,6.19,Optimal,Optimal,Excess,Excess,Deficient,SOP,DAP,Banana stem compost,FYM,FYM,Maintain pH,Maintain moisture,SOP
26.78,86.95,66.32,Sandy,Groundnut,51,98,5,7.12,Optimal,Optimal,Optimal,Excess,Deficient,MOP,SSP,Banana compost,FYM,Wood ash,Maintain pH,Maintain moisture,MOP
25.68,59.42,70.46,Loamy,Cotton,94,46,44,6.85,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,FYM,Poultry manure,FYM,Maintain pH,Drainage,DAP
16.65,37.59,22.62,Clayey,Tea,115,55,135,6.2,Optimal,Deficient,Excess,Optimal,Excess,DAP,SSP,FYM,Neem cake,Neem cake,Maintain pH,Irrigation,DAP
32.75,65.43,79.7,Loamy,Maize,80,65,42,6.47,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,PSB,FYM,FYM,Maintain pH,Drainage,DAP
24.18,67.37,70.32,Loamy,Coffee,66,16,2,6.42,Optimal,Excess,Optimal,Deficient,Deficient,SOP,SSP,Rock phosphate,Wood ash,FYM,Maintain pH,Drainage,SOP
23.42,85.0,49.19,Sandy,Maize,61,38,12,8.12,Alkaline,Optimal,Optimal,Optimal,Deficient,MOP,DAP,Banana stem compost,FYM,Banana stem compost,Gypsum,Maintain moisture,MOP
34.68,91.35,55.97,Sandy,Rice,14,89,22,7.05,Optimal,Optimal,Deficient,Excess,Deficient,Ammonium Sulphate,SOP,Azolla,Banana pseudostem compost,FYM,Maintain pH,Maintain moisture,Ammonium Sulphate
27.55,61.94,77.79,Clayey,Groundnut,116,24,41,7.27,Optimal,Excess,Excess,Deficient,Optimal,SSP,MOP,Rock phosphate,Banana compost,Neem cake,Maintain pH,Drainage,SSP
29.72,74.75,84.62,Loamy,Soybean,95,65,43,6.12,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Banana peel compost,Banana peel compost,Wood ash,Maintain pH,Drainage,DAP
21.17,72.57,51.71,Loamy,Coffee,71,62,177,7.14,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Oilseed cakes,Rock phosphate,Compost,Maintain pH,Maintain moisture,DAP
32.4,83.24,17.63,Loamy,Rice,98,93,12,7.28,Optimal,Deficient,Optimal,Excess,Deficient,MOP,SSP,Banana pseudostem compost,FYM,Vermicompost,Maintain pH,Irrigation,MOP
26.75,87.97,77.02,Loamy,Millets,71,77,113,6.8,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Green leaf manure,Banana peel powder,Wood ash,Maintain pH,Drainage,DAP
21.24,67.55,34.34,Loamy,Tea,54,31,140,6.7,Optimal,Optimal,Optimal,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Vermicompost,Banana peel compost,Maintain pH,Maintain moisture,Rock Phosphate
25.43,74.56,31.61,Clayey,Maize,115,45,112,5.64,Acidic,Optimal,Excess,Optimal,Optimal,DAP,SSP,PSB,Banana stem compost,Wood ash,Lime,Maintain moisture,DAP
24.56,85.94,73.1,Loamy,Maize,49,25,61,6.7,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Rock phosphate,Green manure,Maintain pH,Drainage,SSP
23.39,46.32,77.82,Loamy,Pulses,83,81,76,6.19,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Poultry manure,Rhizobium inoculation,Rock phosphate,Maintain pH,Avoid waterlogging,DAP
21.77,84.6,84.43,Loamy,Groundnut,68,33,14,6.42,Optimal,Excess,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Wood ash,FYM,Maintain pH,Drainage,MOP
14.54,44.9,33.56,Clayey,Wheat,1,91,62,5.91,Acidic,Optimal,Deficient,Excess,Optimal,Urea,MOP,Azotobacter,Azotobacter,Mustard cake,Lime,Maintain moisture,Urea
20.25,65.63,80.54,Loamy,Tea,40,23,22,6.03,Optimal,Excess,Optimal,Deficient,Deficient,SOP,Rock Phosphate,Rock phosphate,Banana peel compost,Poultry manure,Maintain pH,Drainage,SOP
25.47,37.07,40.36,Loamy,Groundnut,98,92,102,6.6,Optimal,Optimal,Optimal,Excess,Optimal,DAP,MOP,Banana compost,FYM,Rock phosphate,Maintain pH,Maintain moisture,DAP
31.41,53.13,18.39,Clayey,Maize,86,66,87,5.36,Acidic,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Green manure,FYM,Wood ash,Lime,Irrigation,DAP
23.46,76.01,68.59,Clayey,Soybean,106,82,10,5.93,Acidic,Optimal,Excess,Optimal,Deficient,MOP,SSP,Wood ash,Rhizobium inoculation,FYM,Lime,Maintain moisture,MOP
34.54,63.78,50.48,Loamy,Cotton,37,39,7,5.82,Acidic,Optimal,Deficient,Optimal,Deficient,Ammonium Sulphate,MOP,Vermicompost,Banana peel compost,Vermicompost,Lime,Maintain moisture,Ammonium Sulphate
22.45,55.89,38.02,Clayey,Tea,8,21,169,7.54,Alkaline,Optimal,Deficient,Deficient,Excess,Urea,Rock Phosphate,Vermicompost,Rock phosphate,Banana peel compost,Sulphur,Maintain moisture,Urea
21.67,37.0,16.78,Clayey,Sugarcane,111,69,0,5.49,Acidic,Deficient,Excess,Optimal,Deficient,MOP,DAP,Banana trash compost,FYM,FYM,Lime,Continuous irrigation,MOP
15.06,50.3,58.19,Clayey,Tea,7,14,86,5.06,Acidic,Optimal,Deficient,Deficient,Optimal,Urea,Rock Phosphate,Mustard cake,Poultry manure,Banana peel compost,(Prefers acidic),Maintain moisture,Urea
24.03,49.71,37.58,Loamy,Groundnut,119,78,36,6.9,Optimal,Optimal,Excess,Optimal,Deficient,MOP,SSP,Banana compost,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,MOP
22.05,52.52,58.71,Loamy,Tea,10,3,111,7.22,Optimal,Optimal,Deficient,Deficient,Optimal,Urea,Rock Phosphate,FYM,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,Urea
12.83,90.31,29.18,Clayey,Wheat,10,10,136,6.36,Optimal,Deficient,Deficient,Deficient,Excess,DAP,TSP,Vermicompost,Poultry manure,Banana peel manure,Maintain pH,Irrigation (CRI/booting/grain filling),DAP
20.64,92.01,83.05,Loamy,Soybean,35,27,99,6.67,Optimal,Excess,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Rock phosphate,Bone meal,Maintain pH,Drainage,DAP starter
22.36,50.53,51.06,Sandy,Soybean,28,68,48,6.05,Optimal,Optimal,Deficient,Optimal,Optimal,DAP starter,MOP,Vermicompost,Wood ash,Rhizobium inoculation,Maintain pH,Maintain moisture,DAP starter
24.68,63.02,44.56,Clayey,Coffee,24,67,109,6.91,Optimal,Optimal,Deficient,Optimal,Optimal,Ammonium Sulphate,SOP,FYM,Compost,Bone meal,Maintain pH,Maintain moisture,Ammonium Sulphate
28.94,41.66,20.67,Loamy,Pulses,37,71,81,6.34,Optimal,Deficient,Deficient,Optimal,Optimal,Starter DAP,MOP,Rhizobium inoculation,Rhizobium inoculation,Rhizobium inoculation,Maintain pH,Irrigation,Starter DAP
20.79,74.72,17.02,Loamy,Maize,80,54,62,6.95,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Banana stem compost,Rock phosphate,Banana stem compost,Maintain pH,Irrigation,DAP
30.7,66.29,74.68,Loamy,Cotton,68,16,62,7.08,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,Poultry manure,Oil cakes,Oil cakes,Maintain pH,Drainage,DAP
22.68,37.06,61.86,Clayey,Pulses,33,73,112,5.96,Acidic,Optimal,Deficient,Optimal,Optimal,Starter DAP,MOP,FYM,Wood ash,FYM,Lime,Maintain moisture,Starter DAP
26.75,94.9,21.72,Loamy,Maize,105,86,91,6.53,Optimal,Deficient,Excess,Excess,Optimal,DAP,SSP,FYM,PSB,Green manure,Maintain pH,Irrigation,DAP
24.0,89.67,32.24,Sandy,Wheat,9,12,84,7.9,Alkaline,Optimal,Deficient,Deficient,Optimal,Urea,DAP,Mustard cake,Rock phosphate,Poultry manure,Organic matter,Maintain moisture,Urea
26.4,80.3,65.13,Loamy,Pulses,83,30,10,6.95,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Wood ash,Rhizobium inoculation,Maintain pH,Maintain moisture,MOP
14.53,64.4,66.57,Clayey,Tea,80,88,3,6.19,Optimal,Optimal,Optimal,Excess,Deficient,SOP,Rock Phosphate,Banana peel compost,Poultry manure,Neem cake,Maintain pH,Maintain moisture,SOP
25.26,91.9,29.78,Clayey,Cotton,44,17,90,5.67,Acidic,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Vermicompost,Ash,Lime,Irrigation,SSP
24.29,44.26,46.78,Loamy,Coffee,21,60,1,6.61,Optimal,Optimal,Deficient,Optimal,Deficient,Ammonium Sulphate,SOP,Compost,Wood ash,Compost,Maintain pH,Maintain moisture,Ammonium Sulphate
23.85,47.52,72.1,Sandy,Soybean,61,83,59,7.97,Alkaline,Excess,Optimal,Optimal,Optimal,DAP,MOP,Bone meal,FYM,FYM,Gypsum,Drainage,DAP
23.16,45.52,84.14,Loamy,Coffee,106,0,173,7.11,Optimal,Excess,Excess,Deficient,Excess,SSP,MOP,Rock phosphate,Banana stem compost,Rock phosphate,Maintain pH,Drainage,SSP
35.44,76.5,22.8,Loamy,Millets,9,93,119,6.73,Optimal,Deficient,Deficient,Excess,Optimal,Urea (small doses),MOP,FYM,FYM,Wood ash,Maintain pH,Light irrigation,Urea (small doses)
20.6,92.71,53.75,Loamy,Pulses,95,73,56,6.72,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Rhizobium inoculation,Rhizobium inoculation,Compost,Maintain pH,Maintain moisture,DAP
22.48,82.0,41.96,Clayey,Groundnut,102,31,101,5.1,Acidic,Optimal,Excess,Deficient,Optimal,SSP,MOP,Rock phosphate,Rock phosphate,Banana compost,Lime,Maintain moisture,SSP
21.0,93.49,24.34,Sandy,Groundnut,75,46,5,7.29,Optimal,Deficient,Optimal,Optimal,Deficient,MOP,SSP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Irrigation,MOP
20.62,61.57,68.61,Clayey,Maize,107,70,134,6.59,Optimal,Optimal,Excess,Optimal,Excess,DAP,SSP,Rock phosphate,Wood ash,Banana stem compost,Maintain pH,Maintain moisture,DAP
26.12,93.74,17.99,Loamy,Groundnut,88,18,18,7.0,Optimal,Deficient,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana compost,Banana compost,Maintain pH,Irrigation,MOP
20.57,53.02,15.49,Loamy,Coffee,29,39,41,6.51,Optimal,Deficient,Deficient,Optimal,Optimal,Ammonium Sulphate,SOP,FYM,Banana stem compost,Bone meal,Maintain pH,Irrigation,Ammonium Sulphate
18.56,68.97,55.73,Loamy,Tea,57,7,90,6.53,Optimal,Optimal,Optimal,Deficient,Optimal,Rock Phosphate,SSP,Poultry manure,Poultry manure,FYM,Maintain pH,Maintain moisture,Rock Phosphate
23.44,92.41,75.6,Loamy,Millets,85,61,96,6.34,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Green leaf manure,FYM,FYM,Maintain pH,Drainage,DAP
25.87,77.0,25.18,Loamy,Cotton,6,88,153,6.96,Optimal,Deficient,Deficient,Excess,Excess,Urea,MOP,Vermicompost,Ash,Poultry manure,Maintain pH,Irrigation,Urea
19.53,35.13,47.97,Clayey,Wheat,108,42,25,6.73,Optimal,Optimal,Excess,Optimal,Deficient,MOP,SSP,Banana peel manure,Wood ash,Banana peel manure,Maintain pH,Maintain moisture,MOP
19.37,57.5,41.77,Sandy,Coffee,0,30,59,7.54,Alkaline,Optimal,Deficient,Deficient,Optimal,Ammonium Sulphate,SSP,FYM,Bone meal,Compost,DAP,Maintain moisture,Ammonium Sulphate
29.8,86.2,73.14,Clayey,Cotton,71,96,146,5.28,Acidic,Excess,Optimal,Excess,Excess,DAP,SSP,Banana peel compost,Banana peel compost,Oil cakes,Lime,Drainage,DAP
24.23,36.38,41.11,Clayey,Maize,14,94,146,6.83,Optimal,Optimal,Deficient,Excess,Excess,CAN,MOP,FYM,FYM,Banana stem compost,Maintain pH,Maintain moisture,CAN
21.96,49.65,42.09,Loamy,Groundnut,49,70,37,7.34,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Banana compost,Neem cake,Banana compost,Maintain pH,Maintain moisture,MOP
22.71,49.23,84.94,Loamy,Sugarcane,53,34,58,6.61,Optimal,Excess,Optimal,Deficient,Optimal,DAP,SSP,Bone meal,Press mud compost,Banana trash compost,Maintain pH,Drainage,DAP
23.27,54.18,80.7,Sandy,Sugarcane,46,71,139,7.49,Optimal,Excess,Optimal,Optimal,Excess,DAP,SSP,Rock phosphate,Wood ash,Green manure,Maintain pH,Drainage,DAP
21.32,65.64,27.44,Loamy,Pulses,75,66,41,6.73,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,Poultry manure,Wood ash,Maintain pH,Irrigation,DAP
20.4,51.82,34.47,Clayey,Soybean,88,75,101,6.9,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Bone meal,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,DAP
23.91,54.7,61.72,Loamy,Groundnut,41,55,68,6.38,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,MOP,Rock phosphate,Rock phosphate,Neem cake,Maintain pH,Maintain moisture,DAP
23.41,61.8,18.08,Clayey,Soybean,65,27,119,6.31,Optimal,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Banana peel compost,Vermicompost,Maintain pH,Irrigation,SSP
29.83,38.91,79.39,Sandy,Pulses,56,86,108,7.0,Optimal,Excess,Optimal,Excess,Optimal,DAP,MOP,Wood ash,Wood ash,Rhizobium inoculation,Maintain pH,Avoid waterlogging,DAP
12.95,82.27,36.79,Loamy,Wheat,50,68,96,7.01,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Mustard cake,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,DAP
25.15,38.48,23.12,Loamy,Wheat,31,10,140,6.39,Optimal,Deficient,Deficient,Deficient,Excess,DAP,DAP,Azotobacter,Rock phosphate,Rock phosphate,Maintain pH,Irrigation (CRI/booting/grain filling),DAP
21.37,57.93,56.91,Loamy,Millets,110,70,23,6.49,Optimal,Optimal,Excess,Optimal,Deficient,MOP,SSP,Wood ash,Green leaf manure,Rock phosphate,Maintain pH,Maintain moisture,MOP
24.96,94.62,55.13,Sandy,Cotton,40,40,176,7.84,Alkaline,Optimal,Optimal,Optimal,Excess,DAP,SSP,Poultry manure,Banana peel compost,Vermicompost,Gypsum,Maintain moisture,DAP
18.77,74.66,73.53,Clayey,Pulses,72,61,107,4.91,Acidic,Excess,Optimal,Optimal,Optimal,DAP,SSP,Banana waste,FYM,Banana waste,Lime,Avoid waterlogging,DAP
29.23,64.31,36.43,Loamy,Soybean,80,37,60,5.95,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rhizobium inoculation,Banana peel compost,FYM,Lime,Maintain moisture,DAP
25.04,45.27,62.49,Loamy,Coffee,32,16,79,6.48,Optimal,Optimal,Deficient,Deficient,Optimal,Urea,DAP,Oilseed cakes,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,Urea
29.16,38.85,63.13,Loamy,Millets,18,12,67,6.16,Optimal,Optimal,Deficient,Deficient,Optimal,Urea (small doses),SSP,FYM,Rock phosphate,Banana peel powder,Maintain pH,Maintain moisture,Urea (small doses)
25.28,90.13,45.97,Sandy,Soybean,78,57,54,6.62,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Banana peel compost,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,DAP
32.38,60.61,71.94,Clayey,Maize,107,48,35,5.71,Acidic,Excess,Excess,Optimal,Deficient,MOP,DAP,Banana stem compost,Banana stem compost,PSB,Lime,Drainage,MOP
12.48,53.9,79.04,Clayey,Wheat,12,66,124,4.88,Acidic,Excess,Deficient,Optimal,Excess,DAP,SOP,Vermicompost,Rock phosphate,Mustard cake,Lime,Drainage,DAP
22.95,66.9,49.96,Loamy,Millets,106,53,141,6.62,Optimal,Optimal,Excess,Optimal,Excess,DAP,SSP,Rock phosphate,Banana peel powder,Rock phosphate,Maintain pH,Maintain moisture,DAP
19.77,78.97,50.43,Sandy,Soybean,64,93,5,7.28,Optimal,Optimal,Optimal,Excess,Deficient,MOP,DAP,Banana peel compost,Banana peel compost,Rhizobium inoculation,Maintain pH,Maintain moisture,MOP
17.8,36.8,18.77,Loamy,Tea,88,78,21,6.98,Optimal,Deficient,Optimal,Optimal,Deficient,SOP,Rock Phosphate,Wood ash,Rock phosphate,FYM,Maintain pH,Irrigation,SOP
18.17,49.32,61.37,Loamy,Pulses,20,47,75,6.56,Optimal,Optimal,Deficient,Optimal,Optimal,Starter DAP,MOP,Compost,FYM,Rock phosphate,Maintain pH,Maintain moisture,Starter DAP
18.36,90.0,54.95,Clayey,Maize,18,90,96,6.57,Optimal,Optimal,Deficient,Excess,Optimal,Ammonium Nitrate,MOP,Green manure,Wood ash,FYM,Maintain pH,Maintain moisture,Ammonium Nitrate
24.89,89.29,79.09,Loamy,Rice,22,84,87,6.99,Optimal,Excess,Deficient,Optimal,Optimal,Ammonium Sulphate,MOP,Vermicompost,Azolla,PSB,Maintain pH,Drainage,Ammonium Sulphate
26.55,45.38,44.66,Sandy,Sugarcane,119,27,11,7.05,Optimal,Optimal,Excess,Deficient,Deficient,MOP,DAP,Rock phosphate,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,MOP
31.81,65.78,68.44,Loamy,Sugarcane,106,68,166,6.35,Optimal,Optimal,Excess,Optimal,Excess,DAP,SOP,Green manure,Bone meal,Banana trash compost,Maintain pH,Maintain moisture,DAP
27.81,72.07,46.86,Loamy,Rice,12,40,136,6.72,Optimal,Optimal,Deficient,Optimal,Excess,Urea,SOP,Azolla,Bone meal,Wood ash,Maintain pH,Maintain moisture,Urea
23.95,45.31,21.3,Clayey,Soybean,9,24,81,5.71,Acidic,Deficient,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Bone meal,Bone meal,Lime,Irrigation,DAP starter
28.35,72.72,76.55,Loamy,Cotton,57,72,62,6.59,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Banana peel compost,FYM,FYM,Maintain pH,Drainage,DAP
15.5,54.32,53.45,Sandy,Tea,80,77,124,7.45,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,FYM,FYM,Poultry manure,Maintain pH,Maintain moisture,DAP
23.37,60.29,61.59,Loamy,Maize,59,11,53,7.0,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,FYM,Wood ash,Maintain pH,Maintain moisture,SSP
30.13,37.94,72.84,Sandy,Maize,4,76,11,8.25,Alkaline,Excess,Deficient,Optimal,Deficient,Ammonium Nitrate,MOP,Green manure,Banana stem compost,Banana stem compost,Sulphur,Drainage,Ammonium Nitrate
24.22,91.32,18.79,Loamy,Rice,71,21,8,6.1,Optimal,Deficient,Optimal,Deficient,Deficient,MOP,SSP,Bone meal,Banana pseudostem compost,Azolla,Maintain pH,Irrigation,MOP
25.1,92.28,64.17,Clayey,Maize,31,99,165,6.3,Optimal,Optimal,Deficient,Excess,Excess,Ammonium Nitrate,MOP,Green manure,Banana stem compost,Rock phosphate,Maintain pH,Maintain moisture,Ammonium Nitrate
32.17,68.77,19.32,Clayey,Millets,110,57,56,5.68,Acidic,Deficient,Excess,Optimal,Optimal,DAP,SSP,Wood ash,Banana peel powder,Rock phosphate,Lime,Light irrigation,DAP
33.05,56.15,74.53,Clayey,Sugarcane,69,8,157,6.52,Optimal,Excess,Optimal,Deficient,Excess,SSP,MOP,Bone meal,Bone meal,Rock phosphate,Maintain pH,Drainage,SSP
21.2,59.97,72.86,Loamy,Soybean,84,83,13,6.92,Optimal,Excess,Optimal,Optimal,Deficient,MOP,DAP,Banana peel compost,FYM,Vermicompost,Maintain pH,Drainage,MOP
18.85,57.17,71.79,Clayey,Maize,77,61,14,6.52,Optimal,Excess,Optimal,Optimal,Deficient,MOP,DAP,Banana stem compost,Green manure,Rock phosphate,Maintain pH,Drainage,MOP
18.83,90.39,49.78,Loamy,Tea,47,35,88,7.01,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,FYM,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,DAP
27.13,75.68,49.01,Clayey,Sugarcane,41,61,106,6.0,Acidic,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Green manure,FYM,Bone meal,Lime,Maintain moisture,DAP
28.98,61.03,22.12,Sandy,Soybean,34,94,146,6.41,Optimal,Deficient,Deficient,Excess,Excess,DAP starter,MOP,FYM,Banana peel compost,FYM,Maintain pH,Irrigation,DAP starter
26.39,57.02,16.9,Clayey,Cotton,91,26,24,5.78,Acidic,Deficient,Optimal,Deficient,Deficient,MOP,DAP,Poultry manure,Banana peel compost,Vermicompost,Lime,Irrigation,MOP
33.66,55.8,43.52,Loamy,Rice,65,82,48,6.8,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Bone meal,Wood ash,FYM,Maintain pH,Maintain moisture,DAP
21.96,80.69,16.36,Sandy,Pulses,113,19,140,6.4,Optimal,Deficient,Excess,Deficient,Excess,DAP,SSP,Poultry manure,Rock phosphate,Poultry manure,Maintain pH,Irrigation,DAP
26.31,89.3,52.14,Loamy,Cotton,91,82,173,6.71,Optimal,Optimal,Optimal,Optimal,Excess,DAP,MOP,Ash,FYM,Banana peel compost,Maintain pH,Maintain moisture,DAP
29.1,64.35,58.33,Loamy,Sugarcane,115,28,88,6.47,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,Bone meal,FYM,Bone meal,Maintain pH,Maintain moisture,DAP
34.15,55.87,50.25,Loamy,Millets,75,91,18,6.76,Optimal,Optimal,Optimal,Excess,Deficient,MOP,SSP,Wood ash,FYM,Green leaf manure,Maintain pH,Maintain moisture,MOP
31.14,81.76,57.61,Clayey,Sugarcane,22,99,108,7.1,Optimal,Optimal,Deficient,Excess,Optimal,Urea,MOP,FYM,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,Urea
21.21,65.83,76.64,Loamy,Tea,46,86,93,7.05,Optimal,Excess,Optimal,Excess,Optimal,DAP,SSP,Poultry manure,Poultry manure,Neem cake,Maintain pH,Drainage,DAP
20.02,83.66,51.44,Loamy,Coffee,67,64,124,6.17,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Wood ash,FYM,Rock phosphate,Maintain pH,Maintain moisture,DAP
18.97,61.36,35.22,Clayey,Coffee,17,89,163,6.04,Optimal,Optimal,Deficient,Excess,Excess,Ammonium Sulphate,SOP,Compost,Bone meal,FYM,Maintain pH,Maintain moisture,Ammonium Sulphate
30.9,90.89,39.3,Sandy,Rice,86,28,100,6.96,Optimal,Optimal,Optimal,Deficient,Optimal,SSP,MOP,PSB,FYM,Bone meal,Maintain pH,Maintain moisture,SSP
23.61,49.86,28.47,Sandy,Groundnut,116,29,169,6.33,Optimal,Deficient,Excess,Deficient,Excess,SSP,MOP,Rock phosphate,Neem cake,Banana compost,Maintain pH,Irrigation,SSP
21.36,48.34,56.63,Sandy,Maize,47,11,19,6.74,Optimal,Optimal,Optimal,Deficient,Deficient,MOP,SSP,Rock phosphate,Banana stem compost,Banana stem compost,Maintain pH,Maintain moisture,MOP
33.89,73.58,17.42,Loamy,Maize,19,45,100,6.77,Optimal,Deficient,Deficient,Optimal,Optimal,Ammonium Nitrate,SOP,Green manure,Green manure,Banana stem compost,Maintain pH,Irrigation,Ammonium Nitrate
31.15,66.37,59.7,Sandy,Millets,41,80,30,6.22,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Wood ash,Banana peel powder,Banana peel powder,Maintain pH,Maintain moisture,MOP
32.99,79.58,59.06,Loamy,Cotton,99,30,128,7.33,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Poultry manure,Oil cakes,Banana peel compost,Maintain pH,Maintain moisture,SSP
10.88,65.18,74.61,Clayey,Wheat,58,42,138,6.35,Optimal,Excess,Optimal,Optimal,Excess,DAP,SSP,Mustard cake,Azotobacter,Mustard cake,Maintain pH,Drainage,DAP
